"School Year","Division Number","Division Name","School Number","School Name","Subject","Race","Gender","Disadvantaged","English Learner","Migrant","Homeless","Military","Foster Care","Disabled","Test Source","Pass Rate"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","93.59"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Science","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","86.67"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Science","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Writing","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Writing","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","History and Social Science","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","History and Social Science","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Science","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Science","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","50.00"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Writing","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Writing","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","History and Social Science","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","History and Social Science","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","60.00"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Science","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Science","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","White, not of Hispanic origin","M","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","White, not of Hispanic origin","M","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Writing","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","History and Social Science","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL","93.33"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Science","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Non-Hispanic, two or more races","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Non-Hispanic, two or more races","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Asian","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Asian","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Writing","Asian","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","History and Social Science","Asian","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Asian","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Asian","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Science","Asian","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Asian","F","Y","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Asian","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Writing","Asian","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","History and Social Science","Asian","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Asian","F","Y","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Asian","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Science","Asian","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL","65.63"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL","53.57"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Writing","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Writing","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","History and Social Science","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","History and Social Science","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL","90.91"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL","59.38"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL","50.00"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Science","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Science","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Black, not of Hispanic origin","F","Y","N","N","N","N","Y","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Black, not of Hispanic origin","F","Y","N","N","N","N","Y","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Black, not of Hispanic origin","M","Y","N","N","Y","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Writing","Black, not of Hispanic origin","M","Y","N","N","Y","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","History and Social Science","Black, not of Hispanic origin","M","Y","N","N","Y","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Black, not of Hispanic origin","M","Y","N","N","Y","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Science","Black, not of Hispanic origin","M","Y","N","N","Y","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Black, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Black, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Writing","Black, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Writing","Black, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","History and Social Science","Black, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","History and Social Science","Black, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Black, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Black, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Science","Black, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Science","Black, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Black, not of Hispanic origin","F","Y","N","N","Y","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Black, not of Hispanic origin","M","Y","N","N","Y","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","History and Social Science","Black, not of Hispanic origin","F","Y","N","N","Y","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","History and Social Science","Black, not of Hispanic origin","M","Y","N","N","Y","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Black, not of Hispanic origin","F","Y","N","N","Y","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Black, not of Hispanic origin","M","Y","N","N","Y","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Black, not of Hispanic origin","F","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Black, not of Hispanic origin","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","History and Social Science","Black, not of Hispanic origin","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Black, not of Hispanic origin","F","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Black, not of Hispanic origin","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Science","Black, not of Hispanic origin","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Black, not of Hispanic origin","M","Y","Y","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Black, not of Hispanic origin","M","Y","Y","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Hispanic","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Hispanic","M","Y","N","N","N","N","N","N","SOL","78.57"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Writing","Hispanic","F","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Writing","Hispanic","M","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","History and Social Science","Hispanic","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","History and Social Science","Hispanic","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Hispanic","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Mathematics","Hispanic","M","Y","N","N","N","N","N","N","SOL","84.62"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Science","Hispanic","F","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","Science","Hispanic","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","English:Reading","Hispanic","F","Y","N","N","N","N","N","Y","SOL","<50"
