ID,Category,Total,With State Certification
510324001894,Classroom teachers in their first year of teaching,0.2,
510324001894,Classroom teachers in their second year of teaching,0.11,
510324001894,Teachers absent more than 10 days of the school year,0.87,
510324001894,Teachers employed during current school year,1.02,
510324001894,Teachers employed during both the current and previous school year,0,
510324001894,High-School Counselors,1,
510324001894,Total enrollment,,
510324001927,Classroom Teachers,1,0.96
510324001927,Classroom teachers in their first year of teaching,0.21,
510324001927,Classroom teachers in their second year of teaching,0,
510324001927,Teachers absent more than 10 days of the school year,0.5,
510324001927,Teachers employed during current school year,1.33,
510324001927,Teachers employed during both the current and previous school year,0,
510324001927,High-School Counselors,1,
510324001927,Total enrollment,,
510324001928,Classroom Teachers,1,1
510324001928,Classroom teachers in their first year of teaching,0.24,
510324001928,Classroom teachers in their second year of teaching,0.1,
510324001928,Teachers absent more than 10 days of the school year,0.95,
510324001928,Teachers employed during current school year,1.95,
510324001928,Teachers employed during both the current and previous school year,0,
510324001928,High-School Counselors,1,
510324001928,Total enrollment,,
510324002070,Classroom Teachers,1,0.96
510324002070,Classroom teachers in their first year of teaching,0.06,
510324002070,Classroom teachers in their second year of teaching,0.12,
510324002070,Teachers absent more than 10 days of the school year,0.59,
510324002070,Teachers employed during current school year,1.12,
510324002070,Teachers employed during both the current and previous school year,0,
510324002070,High-School Counselors,1,
510324002070,Total enrollment,,
510324002075,Classroom Teachers,1,0.82
510324002075,Classroom teachers in their first year of teaching,0.14,
510324002075,Classroom teachers in their second year of teaching,0.05,
510324002075,Teachers absent more than 10 days of the school year,0.5,
510324002075,Teachers employed during current school year,0.95,
510324002075,Teachers employed during both the current and previous school year,0,
510324002075,High-School Counselors,1,
510324002075,Total enrollment,,
510324002078,Classroom Teachers,1,1
510324002078,Classroom teachers in their first year of teaching,0.33,
510324002078,Classroom teachers in their second year of teaching,0.09,
510324002078,Teachers absent more than 10 days of the school year,0.81,
510324002078,Teachers employed during current school year,1.35,
510324002078,Teachers employed during both the current and previous school year,0,
510324002078,High-School Counselors,1,
510324002078,Total enrollment,,
510324002080,Classroom Teachers,1,1
510324002080,Classroom teachers in their first year of teaching,0.1,
510324002080,Classroom teachers in their second year of teaching,0.14,
510324002080,Teachers absent more than 10 days of the school year,0.74,
510324002080,Teachers employed during current school year,1.38,
510324002080,Teachers employed during both the current and previous school year,0,
510324002080,High-School Counselors,1,
510324002080,Total enrollment,,
510364002165,Classroom Teachers,1,0.76
510364002165,Classroom teachers in their first year of teaching,0.2,
510364002165,Classroom teachers in their second year of teaching,0.02,
510364002165,Teachers absent more than 10 days of the school year,0.36,
510364002165,Teachers employed during current school year,1,
510364002165,Teachers employed during both the current and previous school year,0.78,
510364002165,High-School Counselors,1,
510364002165,Total enrollment,,
510364002317,Classroom Teachers,1,0.91
510364002317,Classroom teachers in their first year of teaching,0.07,
510364002317,Classroom teachers in their second year of teaching,0.04,
510364002317,Teachers absent more than 10 days of the school year,0.36,
510364002317,Teachers employed during current school year,1,
510364002317,Teachers employed during both the current and previous school year,0.91,
510364002317,High-School Counselors,1,
510364002317,Total enrollment,,
510364002318,Classroom Teachers,1,0.9
510364002318,Classroom teachers in their first year of teaching,0.05,
510364002318,Classroom teachers in their second year of teaching,0.1,
510364002318,Teachers absent more than 10 days of the school year,0.33,
510364002318,Teachers employed during current school year,1,
510364002318,Teachers employed during both the current and previous school year,0.93,
510364002318,High-School Counselors,1,
510364002318,Total enrollment,,
510364002420,Classroom Teachers,1,0.92
510364002420,Classroom teachers in their first year of teaching,0.06,
510364002420,Classroom teachers in their second year of teaching,0.09,
510364002420,Teachers absent more than 10 days of the school year,0.45,
510364002420,Teachers employed during current school year,1,
510364002420,Teachers employed during both the current and previous school year,0.94,
510364002420,High-School Counselors,1,
510364002420,Total enrollment,,
510364002462,Classroom Teachers,1,0.86
510364002462,Classroom teachers in their first year of teaching,0.11,
510364002462,Classroom teachers in their second year of teaching,0.06,
510364002462,Teachers absent more than 10 days of the school year,0.27,
510364002462,Teachers employed during current school year,1.06,
510364002462,Teachers employed during both the current and previous school year,0.98,
510364002462,High-School Counselors,1,
510364002462,Total enrollment,,
510364002749,Classroom Teachers,1,0.5
510364002749,Classroom teachers in their first year of teaching,0.25,
510364002749,Classroom teachers in their second year of teaching,0.25,
510364002749,Teachers absent more than 10 days of the school year,0.5,
510364002749,Teachers employed during current school year,1,
510364002749,Teachers employed during both the current and previous school year,0,
510364002749,High-School Counselors,1,
510364002749,Total enrollment,,
510364002768,Classroom Teachers,1,0.82
510364002768,Classroom teachers in their first year of teaching,0.13,
510364002768,Classroom teachers in their second year of teaching,0,
510364002768,Teachers absent more than 10 days of the school year,0.38,
510364002768,Teachers employed during current school year,1,
510364002768,Teachers employed during both the current and previous school year,0.87,
